stop_id,stop_name,stop_latitude,stop_longitude
58225,Antoine-Faucon / Grilli,45.4559815,-73.8756377
57808,Saint-Jean / Holiday,45.4612167,-73.8227981
58559,Michaud / Garden City,45.4090104,-73.9527132
57622,Hymus / Alston,45.4569811,-73.8286190
58362,Transcanadienne / No 16711,45.4564297,-73.8444520
57680,Hastings / Westcliffe,45.4597310,-73.8123500
61340,Transcanadienne / Edmond,45.4555345,-73.8449609
57391,Bord-du-Lac / Thrush,45.4423717,-73.7747820
57756,des Sources / Reverchon,45.4651293,-73.7856700
58511,Lakeshore / Willowdale,45.4135940,-73.8990290
58238,de Pierrefonds / de Riva-Bella,45.4613510,-73.8883156
57825,Autoroute 20 / Cartier,45.4394164,-73.8273683
58574,Sainte-Marie / Meloche,45.4264647,-73.9240315
57631,Bord-du-Lac / Saint-Jean-Baptiste,45.4287350,-73.8273500
58371,Brunswick / De Salaberry,45.4580044,-73.8505309
58463,Beaconsfield / East Gables,45.4282350,-73.8538780
58093,de Pierrefonds / Saint-Charles,45.4690505,-73.8754420
57697,Donegani / Terra Cotta,45.4460423,-73.8079660
58434,Sherbrooke / Robin,45.4364280,-73.8724080
58249,des Cageux / Gouin,45.4661730,-73.8877640
60652,Hymus / No 300,45.4542379,-73.8339925
58384,De Salaberry / Acres,45.4606916,-73.8519670
58477,Beaconsfield / Claude,45.4310768,-73.8413287
58106,Antoine-Faucon / Biroleau,45.4581051,-73.8707617
57710,Broadview / Braebrook,45.4616600,-73.8014540
58448,Sherbrooke / Forest,45.4371450,-73.8620250
57786,Bord-du-Lac / No 24,45.4481252,-73.7864036
58539,Clark-Graham / No 20500,45.4190220,-73.9243156
58335,Institut national de santé (Ste-Marie/No 20045),45.4333560,-73.9070330
57661,Douglas-Shand / Saint-Jean,45.4491399,-73.8189437
58404,Brunswick / Berne,45.4511691,-73.8726327
58486,Beaconsfield / Redfern,45.4167790,-73.8932180
57719,Broadview / Saint-Louis,45.4592210,-73.7989950
57800,Terminus Fairview,45.4651633,-73.8308777
58553,Sainte-Marie / des Pins,45.4224851,-73.9360939
57606,Stillview / Hymus,45.4525390,-73.8357600
58348,Brunswick / Saint-Charles,45.4558496,-73.8625321
57674,Hymus / Hilary,45.4631091,-73.8139375
60124,Transcanadienne / No 16800,45.4541982,-73.8511130
58586,Poultry Cottages / des Pins,45.4137844,-73.9395369
57750,Donegani / Lucerne,45.4504452,-73.7871059
58497,Lakeshore / Saint-Andrew's,45.4052135,-73.9310722
57732,Broadview / Donegani,45.4495785,-73.7953016
58224,Antoine-Faucon / des Cageux,45.4535087,-73.8804481
57811,Autoroute 20 Ouest / Saint-Jean,45.4428042,-73.8156971
58566,Sainte-Anne / Terminus Macdonald,45.4030183,-73.9429342
57625,Rothbury / Inglewood,45.4499040,-73.8288530
58365,Hymus / André-Brunet,45.4513117,-73.8397179
58087,Gouin / Coursol,45.4655280,-73.8904860
57683,Maywood / Drake,45.4471860,-73.8121898
57598,des Sources / Avro,45.4672374,-73.7876669
61121,des Anciens-Combattants / No 305,45.4113537,-73.9492219
57394,Cardinal / Neptune,45.4499778,-73.7746099
57763,Bord-du-Lac / Lakebreeze,45.4468716,-73.7817583
58514,Lakeshore / Magnolia,45.4147210,-73.8962120
58241,de Pierrefonds / des Cageux,45.4626077,-73.8846031
57824,Autoroute 20 / Cartier,45.4400441,-73.8272170
57979,De Salaberry / Walworth,45.4673644,-73.8465516
58378,Saint-Charles / Hymus,45.4489568,-73.8555493
58462,Saint-Charles / Creswell,45.4435127,-73.8513004
58100,Henri-Daoust / Antoine-Faucon,45.4571237,-73.8728145
57696,Donegani / Terra Cotta,45.4462369,-73.8076306
58433,Montrose / Arlington,45.4414010,-73.8750530
57772,Autoroute 20 / Saint-Jean,45.4411643,-73.8148536
58533,Lee / Clark-Graham,45.4275140,-73.9022880
61312,de Pierrefonds / Winnie-Wakefield,45.4591198,-73.8935677
58257,Gouin / De La Morandière,45.4605265,-73.9093604
57647,Saint-Jean / Hymus,45.4595126,-73.8224543
58318,Gouin / No 20752,45.4573266,-73.9298847
58480,Beaconsfield / Lakeshore,45.4281175,-73.8343258
57713,Delmar / des Canots,45.4650290,-73.8015220
58451,Sherbrooke / Woodside,45.4373150,-73.8605010
57785,Cartier / No 117,45.4345881,-73.8253437
58542,Lee / Cruickshank,45.4293410,-73.9028093
58342,Brunswick / Henri-Daoust,45.4528410,-73.8691370
60889,Brunswick / Terminus Fairview,45.4664122,-73.8312359
57660,Douglas-Shand / Saint-Jean,45.4492759,-73.8182334
58403,Brunswick / du Syrah,45.4596342,-73.8456831
57735,Bord-du-Lac / Broadview,45.4478348,-73.7947415
58494,Montrose / Northcliff,45.4402610,-73.8745330
57726,Broadview / John-Fisher,45.4575420,-73.7984660
57804,Donegani / King,45.4504762,-73.7881890
58552,Sainte-Marie / No 21025,45.4254714,-73.9272821
57609,Labrosse / No 1000,45.4691333,-73.8322526
58351,Saint-Charles / Hymus,45.4492767,-73.8554167
57838,De Salaberry / Walworth,45.4671457,-73.8466754
57677,Lakeview / Saint-Jean,45.4381043,-73.8129620
60799,Sainte-Marie / No 19925,45.4347326,-73.9033102
58594,Sainte-Anne / Autoroute 20,45.4044453,-73.9544439
57388,Parkfield / Neptune,45.4524460,-73.7745330
57748,Bord-du-Lac / Milroy,45.4479679,-73.7883528
58500,Lakeshore / Churchill,45.4053061,-73.9241294
58227,Antoine-Faucon /du Château-Pierrefonds,45.4525452,-73.8860368
57818,Fairview / Brunswick,45.4630257,-73.8374998
57624,Transcanadienne / Holiday,45.4620591,-73.8285579
58364,Hymus / Eaton,45.4499716,-73.8432968
58298,du Château-Pierrefonds / Oka,45.4629161,-73.8953256
58456,Sherbrooke / Bermuda,45.4380850,-73.8561440
57690,Saint-Louis / Cavell,45.4541340,-73.8091970
58427,Beaconsfield / Woodland,45.4193570,-73.8834020
58596,Gouin / No 18465,45.4626460,-73.8983720
57401,Bord-du-Lac / Neptune,45.4407510,-73.7713500
57766,Hymus / No 285,45.4549322,-73.8322871
58513,Lakeshore / Magnolia,45.4149830,-73.8960010
58240,de Pierrefonds / des Cageux,45.4629331,-73.8843880
57828,Belmont / Vincennes,45.4571794,-73.7834145
58585,Poultry Cottages / des Pins,45.4140149,-73.9397541
57641,de Lourdes / Bord-du-Lac,45.4295750,-73.8248380
57978,De Salaberry / Sommerset,45.4659374,-73.8492407
58381,Saint-Charles / du Barry,45.4577128,-73.8636841
58312,Gouin / Lauzon,45.4520029,-73.9361087
58465,Sherbrooke / de Cadillac,45.4390348,-73.8507837
57699,Saint-Louis / Hornell,45.4552610,-73.8069290
58437,Beaconsfield / Neveu,45.4224180,-73.8723720
57779,Donegani / des Sources,45.4501767,-73.7811693
58536,Clark-Graham / Firing,45.4243440,-73.9092020
61258,de Pierrefonds / du Palomino,45.4555161,-73.9035282
58260,du Château-Pierrefonds / Joseph-Wilson,45.4605922,-73.8934493
58396,Transcanadienne / Berne,45.4478515,-73.8693428
57364,Neptune / Carson,45.4445420,-73.7729320
58479,Lakeshore / Beaconsfield,45.4282340,-73.8340620
57712,Delmar / des Canots,45.4650710,-73.8017380
58450,Sherbrooke / Woodside,45.4374240,-73.8603010
57788,Saint-Jean / Autoroute 20,45.4429005,-73.8154916
58549,Clark-Graham / Rafna,45.4251802,-73.9056994
58345,Brunswick / Shannon,45.4537205,-73.8669808
72454,rue Poultry Cottages / face à la Ferme Macdonald,45.4137627,-73.9395301
72453,John Abbott College,45.4069161,-73.9409192
72452,rue Poultry Cottages / face à la Ferme Macdonald,45.4139939,-73.9397512
72451,rue du Collège / rue St-Pierre,45.4063525,-73.9510755
72450,rue St-Pierre / passage piétonnier,45.4057922,-73.9508548
72448,Terminus Mcdonald (taxis),45.4036932,-73.9396435
72281,boul. Brunswick / rue Auto Plaza,45.4665492,-73.8330386
72280,boul. Brunswick / rue Auto Plaza,45.4666905,-73.8331825
58329,Plage Cap St-Jacques,45.4563501,-73.9337299
58588,Zoo Écomuseum,45.4238697,-73.9326962
58410,Houde / Elkas,45.4470487,-73.8773542
58409,Brunswick / Rougemont,45.4485978,-73.8776769
58346,Brunswick / Valérie,45.4556949,-73.8631762
60704,Bibliothèque Sainte-Anne-de-Bellevue,45.4055722,-73.9508070
58560,Sainte-Anne / Saint-Jean-Baptiste,45.4035757,-73.9522274
58561,Sainte-Anne / Christie,45.4038893,-73.9526436
72447,boul. Ste-Anne / rue Lalonde,45.4031713,-73.9500957
58570,Sainte-Anne / Terminus Macdonald,45.4034311,-73.9411996
72449,Terminus Mcdonald,45.4035037,-73.9411506
58590,Sainte-Anne / Terminus Macdonald,45.4037283,-73.9409437
58591,Sainte-Anne / Terminus Macdonald,45.4036742,-73.9404361
61253,Sainte-Anne / Terminus Macdonald,45.4037652,-73.9402134
61125,des Sources / Cardinal,45.4503379,-73.7803692
57769,Cartier / Salisbury,45.4386847,-73.8271070
57789,Gare Pointe-Claire,45.4462468,-73.8023534
